"Question","Scenario","term","estimate","OR","CI","OR_low","OR_high","p.value","q_value","Status"
"G","MedicalComplex","combined_Medical_ExperienceTRUE",1.00998415427156,2.74555750931353,"[0.906, 11.928]",0.90576273861722,11.9279795769897,0.112030770010759,0.224061540021519,""
"G","MedicalComplex","combined_CS_ExperienceTRUE",0.39526677162894,1.48478023533386,"[0.569, 4.646]",0.569240141507062,4.64604132551016,0.45173820513202,0.903476410264039,""
"G","IoTSimple","EXPLN_S1Hardware",-0.112916350534445,0.893225374816273,"[0.457, 1.742]",0.456826872689104,1.74176376668873,0.740149214469966,1,""
"G","IoTSimple","EXPLN_S1Trust",-0.0119580383164258,0.988113174884396,"[0.510, 1.915]",0.509766353084338,1.91512933595045,0.971670027044517,1,""
"G","IoTSimple","EXPLN_S2Untechnical",0.105105261397793,1.11082753146063,"[0.627, 1.974]",0.62716833922155,1.97441464701072,0.718729263447191,1,""
"G","IoTSimple","EXPLN_S3Prevents",0.0302671203654088,1.0307298261116,"[0.592, 1.795]",0.592107325779987,1.79490627101482,0.914615990682839,1,""
"G","IoTSimple","combined_IoT_ExperienceTRUE",-0.31615992200244,0.728942866842823,"[0.336, 1.505]",0.336210207913492,1.50462365195173,0.404614385094059,0.638753264112472,""
"G","IoTSimple","combined_CS_ExperienceTRUE",-0.675890852439602,0.508703039345998,"[0.261, 0.988]",0.261027152991992,0.987904087978237,0.0455344858760975,0.18213794350439,"Lost significance"
"G","IoTComplex","EXPLN_S1Hardware",-0.106607835135411,0.898878112291822,"[0.461, 1.746]",0.461292473990858,1.74597177757666,0.752883380959723,1,""
"G","IoTComplex","EXPLN_S1Trust",0.397112850633741,1.4875237885819,"[0.750, 2.983]",0.749848505910623,2.98347097449374,0.257970925484595,0.975330216575898,""
"G","IoTComplex","EXPLN_S2Untechnical",0.211690263761405,1.23576506457198,"[0.705, 2.172]",0.705487340107124,2.17165006407019,0.459450271639807,1,""
"G","IoTComplex","EXPLN_S3Prevents",0.118039419984962,1.12528846934758,"[0.647, 1.960]",0.647140058500683,1.9601435457473,0.675627645443647,1,""
"G","IoTComplex","combined_IoT_ExperienceTRUE",-0.362209846809563,0.696136270537887,"[0.332, 1.393]",0.331525600118449,1.39321857848222,0.319376632056236,0.638753264112472,""
"G","IoTComplex","combined_CS_ExperienceTRUE",0.240781896757937,1.27224352460893,"[0.650, 2.583]",0.650341630814366,2.58322474692765,0.491314442363241,0.903476410264039,""
"H","MedicalSimple","EXPLN_S1Hardware",-0.903655991102395,0.405085958533918,"[0.210, 0.770]",0.209751608474729,0.769681768929617,0.00630806666677956,0.0252322666671183,"Stayed significant"
"H","MedicalSimple","EXPLN_S1Trust",-0.237556328689185,0.788552471602967,"[0.401, 1.548]",0.401196000187894,1.5478088702421,0.489164391363861,1,""
"H","MedicalSimple","EXPLN_S2Untechnical",0.0843532536919153,1.0880131706006,"[0.629, 1.893]",0.629359753997266,1.89274801754692,0.763449715049452,1,""
"H","MedicalSimple","EXPLN_S3Prevents",0.130844587099672,1.13979062937902,"[0.668, 1.948]",0.667551113369501,1.94825195372227,0.631415690911311,1,""
"H","MedicalSimple","combined_Medical_ExperienceTRUE",0.274636637593665,1.31605238401531,"[0.710, 2.476]",0.70975172063778,2.47603414699157,0.387196016075297,0.387196016075297,""
"H","MedicalSimple","combined_CS_ExperienceTRUE",0.372021304626325,1.45066388681597,"[0.711, 3.047]",0.711494421337759,3.04687904520557,0.313172821817295,0.626345643634589,""
"H","MedicalComplex","EXPLN_S1Hardware",-0.13368792063871,0.874863048706222,"[0.354, 2.116]",0.353876294397456,2.11626570722282,0.767634253715209,1,""
"H","MedicalComplex","EXPLN_S1Trust",-0.173972409921795,0.840320081835378,"[0.348, 1.977]",0.347503109496837,1.97667691407323,0.69236636180125,1,""
"H","MedicalComplex","EXPLN_S2Untechnical",-0.546016079588103,0.579252917157582,"[0.278, 1.172]",0.277594770014691,1.17247698750537,0.135067717285569,0.540270869142275,""
"H","MedicalComplex","EXPLN_S3Prevents",-0.615557942505728,0.540339332908552,"[0.264, 1.076]",0.264019900068248,1.07602947537659,0.0841405717024487,0.336562286809795,""
"H","MedicalComplex","combined_Medical_ExperienceTRUE",1.13063042880365,3.09760870644749,"[1.145, 10.875]",1.1449095223744,10.874704982142,0.0435897868055434,0.0871795736110869,"Lost significance"
"H","MedicalComplex","combined_CS_ExperienceTRUE",-0.228274842262943,0.795905481308467,"[0.359, 1.871]",0.359143980735445,1.8710077126537,0.584238446523739,0.626345643634589,""
"H","IoTSimple","EXPLN_S1Hardware",-0.0792580716675679,0.923801486689224,"[0.480, 1.776]",0.480389816052548,1.77638790752104,0.811763720696473,1,""
"H","IoTSimple","EXPLN_S1Trust",-0.129675623004353,0.878380311080122,"[0.462, 1.668]",0.461773312325127,1.66781212707546,0.691584906746374,1,""
"H","IoTSimple","EXPLN_S2Untechnical",-0.246683794498935,0.781387733571428,"[0.446, 1.363]",0.446217094984519,1.3631453530095,0.385481313248717,1,""
"H","IoTSimple","EXPLN_S3Prevents",0.107109390973552,1.11305600610006,"[0.649, 1.909]",0.648831414047449,1.90935594395592,0.696723978235256,1,""
"H","IoTSimple","combined_IoT_ExperienceTRUE",-0.790534882088806,0.453602106740924,"[0.216, 0.918]",0.215923750424191,0.918224865264714,0.0312015364481448,0.0624030728962896,"Lost significance"
"H","IoTSimple","combined_CS_ExperienceTRUE",0.66268523546573,1.93999468904483,"[0.994, 3.886]",0.993885754388065,3.8855720810476,0.0554857191224705,0.221942876489882,""
"H","IoTComplex","EXPLN_S1Hardware",-0.494745676863882,0.609725954996412,"[0.315, 1.169]",0.314823629925203,1.16935424678346,0.138432257731224,0.415296773193673,""
"H","IoTComplex","EXPLN_S1Trust",-0.697689514994649,0.497733983181948,"[0.258, 0.950]",0.257542414218401,0.949625098667297,0.0356553643883005,0.142621457553202,"Lost significance"
"H","IoTComplex","EXPLN_S2Untechnical",0.105129089711518,1.1108540009229,"[0.650, 1.904]",0.650344255093314,1.90355716528529,0.700671840977861,1,""
"H","IoTComplex","EXPLN_S3Prevents",-0.252327564844287,0.776990181711481,"[0.457, 1.317]",0.456790383754166,1.31683636326829,0.349389893796516,1,""
"H","IoTComplex","combined_IoT_ExperienceTRUE",0.00849616862717249,1.00853236350114,"[0.523, 1.936]",0.52250235087652,1.93565732652541,0.979621019064392,0.979621019064392,""
"H","IoTComplex","combined_CS_ExperienceTRUE",0.423316909404437,1.52701814570526,"[0.803, 2.966]",0.80270800150785,2.9660131277448,0.20213652708998,0.606409581269939,""
"I","MedicalSimple","EXPLN_S1Hardware",-0.849454054866346,0.42764834075928,"[0.167, 1.037]",0.166793975525089,1.03694586866087,0.0656409455987081,0.262563782394833,""
"I","MedicalSimple","EXPLN_S1Trust",-0.5836494705972,0.557858757948772,"[0.211, 1.427]",0.211372226352413,1.42655546046506,0.225527522983466,0.902110091933865,""
"I","MedicalSimple","EXPLN_S2Untechnical",0.329929856884384,1.39087056504727,"[0.666, 2.968]",0.665803395085322,2.96758240547951,0.383899486278237,1,""
"I","MedicalSimple","EXPLN_S3Prevents",0.0396872521317289,1.04048531373767,"[0.507, 2.144]",0.506683702974362,2.14399908536276,0.913593636880697,1,""
"I","MedicalSimple","combined_Medical_ExperienceTRUE",0.285947106304666,1.3310220507155,"[0.585, 3.333]",0.584985935323082,3.33340920162207,0.514626766686401,1,""
"I","MedicalSimple","combined_CS_ExperienceTRUE",0.354561200981957,1.42555498489243,"[0.543, 4.485]",0.542854674997447,4.48495324720159,0.502245240889834,1,""
"I","MedicalComplex","EXPLN_S1Hardware",0.108651644237922,1.11477394476664,"[0.451, 2.767]",0.450796691136365,2.7668057688917,0.812875077262958,1,""
"I","MedicalComplex","EXPLN_S1Trust",0.149472243058009,1.16122123841411,"[0.493, 2.725]",0.492556430243996,2.72525226874392,0.729894232459022,1,""
"I","MedicalComplex","EXPLN_S2Untechnical",0.434719566031216,1.54452985957384,"[0.753, 3.218]",0.752520401393248,3.21842404523974,0.238184607085286,0.952738428341143,""
"I","MedicalComplex","EXPLN_S3Prevents",0.24094413364705,1.2724499461847,"[0.626, 2.615]",0.62578558138674,2.61507084871476,0.506414005537604,1,""
"I","MedicalComplex","combined_Medical_ExperienceTRUE",-0.22994002288783,0.794581257763433,"[0.365, 1.828]",0.365477928847674,1.82766452487269,0.572544373106484,1,""
"I","MedicalComplex","combined_CS_ExperienceTRUE",-0.95210151194685,0.385929135967799,"[0.184, 0.824]",0.18392729986966,0.824465901928386,0.0123232754340039,0.0492931017360155,"Stayed significant"
"I","IoTSimple","EXPLN_S1Hardware",0.0164842029922025,1.01662081709223,"[0.425, 2.432]",0.425112595437181,2.43174433781423,0.970200317762678,1,""
"I","IoTSimple","EXPLN_S1Trust",-0.292815572101051,0.746159740681447,"[0.326, 1.682]",0.325865295856955,1.68168494684303,0.480964375978844,1,""
"I","IoTSimple","EXPLN_S2Untechnical",0.0361183168375165,1.03677850758857,"[0.505, 2.143]",0.504536569332391,2.14308103168225,0.921629371375199,1,""
"I","IoTSimple","EXPLN_S3Prevents",0.15977626019829,1.17324833927272,"[0.585, 2.366]",0.584941421815824,2.36622938988109,0.652387429949587,1,""
"I","IoTSimple","combined_IoT_ExperienceTRUE",-0.455558341948473,0.634093827908419,"[0.206, 1.617]",0.205674104219693,1.61656913404784,0.376995060432345,0.753990120864691,""
"I","IoTSimple","combined_CS_ExperienceTRUE",-0.164241990355053,0.848536659345862,"[0.381, 2.040]",0.38141492395025,2.0400531474941,0.698123768427201,1,""
"I","IoTComplex","EXPLN_S1Hardware",0.290869943077166,1.33759060971829,"[0.489, 3.763]",0.489155466990354,3.76300508357893,0.571052135210892,1,""
"I","IoTComplex","EXPLN_S1Trust",-0.222521975319523,0.800497415370461,"[0.313, 2.010]",0.312998060071823,2.00988908388704,0.635436716925572,1,""
"I","IoTComplex","EXPLN_S2Untechnical",-0.048058466598603,0.953078062215998,"[0.430, 2.109]",0.429615892548325,2.1094617137077,0.905039903718482,1,""
"I","IoTComplex","EXPLN_S3Prevents",0.796801407182173,2.2184337018843,"[0.998, 5.227]",0.998257046893614,5.22682717249538,0.056772009627909,0.227088038511636,""
"I","IoTComplex","combined_IoT_ExperienceTRUE",0.18284067088451,1.20062309862431,"[0.442, 2.934]",0.441741645153938,2.93444736870209,0.701339499442363,0.753990120864691,""
"I","IoTComplex","combined_CS_ExperienceTRUE",-0.393471614990762,0.674710468967959,"[0.284, 1.732]",0.284455592558369,1.73244571888325,0.38759389790191,1,""
"J","MedicalSimple","EXPLN_S1Hardware",0.250380849923393,1.28451453080295,"[0.676, 2.451]",0.675871059206404,2.45057615332696,0.444967040608868,0.98093433708181,""
"J","MedicalSimple","EXPLN_S1Trust",-0.0687119893415492,0.933595526823387,"[0.482, 1.808]",0.481883757095995,1.80801031733735,0.838202268339156,1,""
"J","MedicalSimple","EXPLN_S2Untechnical",0.204172315513981,1.22650948185988,"[0.712, 2.113]",0.712490504052387,2.11333588432389,0.460803611731006,0.796928505246692,""
"J","MedicalSimple","EXPLN_S3Prevents",-0.639184289529482,0.527722717467932,"[0.309, 0.894]",0.309233682308128,0.894414591464507,0.0181304919359598,0.072521967743839,"Lost significance"
"J","MedicalSimple","combined_Medical_ExperienceTRUE",0.336063174307299,1.39942742987693,"[0.756, 2.632]",0.755932331721386,2.63155895455474,0.289161609632051,0.289161609632051,""
"J","MedicalSimple","combined_CS_ExperienceTRUE",-0.0689659673171822,0.933358444229577,"[0.463, 1.894]",0.463363469603292,1.89418215607927,0.846973286158914,1,""
"J","MedicalComplex","EXPLN_S1Hardware",-0.308739334907452,0.734372170269227,"[0.365, 1.463]",0.365205670283541,1.46288801133915,0.381815937768065,0.98093433708181,""
"J","MedicalComplex","EXPLN_S1Trust",0.0360087932438355,1.03666496209863,"[0.528, 2.031]",0.528061486183833,2.03117371537104,0.916322489666143,1,""
"J","MedicalComplex","EXPLN_S2Untechnical",0.712588887192936,2.03926385470011,"[1.171, 3.595]",1.17143311393565,3.59507285475974,0.0125491123859043,0.0501964495436173,"Lost significance"
"J","MedicalComplex","EXPLN_S3Prevents",0.00122620226331378,1.00122695435668,"[0.581, 1.726]",0.581197659641757,1.72623109174743,0.996470123507382,1,""
"J","MedicalComplex","combined_Medical_ExperienceTRUE",1.27681881841732,3.58521634107858,"[1.759, 7.857]",1.75931372175627,7.85693789079481,0.000750917545447701,0.0015018350908954,"Stayed significant"
"J","MedicalComplex","combined_CS_ExperienceTRUE",0.256025714700453,1.29178594540125,"[0.667, 2.557]",0.666616893473677,2.55721712254258,0.453150964498937,1,""
"J","IoTSimple","EXPLN_S1Hardware",0.322716542170117,1.38087387591272,"[0.725, 2.643]",0.724903456954663,2.64282243349232,0.326978112360603,0.98093433708181,""
"J","IoTSimple","EXPLN_S1Trust",0.194991352771684,1.21530047746359,"[0.646, 2.294]",0.645728415255129,2.2944952994143,0.545755174550319,1,""
"J","IoTSimple","EXPLN_S2Untechnical",0.237143934270428,1.26762355911735,"[0.731, 2.204]",0.731111271487332,2.20356990720005,0.398464252623346,0.796928505246692,""
"J","IoTSimple","EXPLN_S3Prevents",0.00799441084023176,1.00802645146764,"[0.591, 1.723]",0.591000037426797,1.72252485372103,0.976586091987141,1,""
"J","IoTSimple","combined_IoT_ExperienceTRUE",-0.0336325308340616,0.966926755129939,"[0.480, 1.932]",0.479545043659361,1.93215730017288,0.924205711544796,0.924205711544796,""
"J","IoTSimple","combined_CS_ExperienceTRUE",-0.431424939238119,0.649582818889612,"[0.332, 1.256]",0.332141135372214,1.25600383103324,0.201414401886258,0.805657607545032,""
"J","IoTComplex","EXPLN_S1Hardware",-0.415560155541769,0.659970491016834,"[0.338, 1.276]",0.337947426065439,1.27633092395254,0.219045274168828,0.876181096675314,""
"J","IoTComplex","EXPLN_S1Trust",0.0204052833896042,1.02061489448164,"[0.521, 1.999]",0.521284673301492,1.99852132378054,0.952399190793894,1,""
"J","IoTComplex","EXPLN_S2Untechnical",0.350006999173824,1.41907748092846,"[0.820, 2.474]",0.819782959714407,2.47397081716593,0.213205880979758,0.639617642939275,""
"J","IoTComplex","EXPLN_S3Prevents",-0.395343019180831,0.673448993702455,"[0.390, 1.156]",0.389615645913326,1.15613711624213,0.153409879924423,0.460229639773268,""
"J","IoTComplex","combined_IoT_ExperienceTRUE",-0.493304026210134,0.610605600736617,"[0.295, 1.211]",0.295236653445967,1.21061994516003,0.167899997948426,0.335799995896852,""
"J","IoTComplex","combined_CS_ExperienceTRUE",0.29387933434731,1.34162200620439,"[0.696, 2.660]",0.696230861453324,2.66014498587496,0.387762022172498,1,""
