"Question","Scenario","term","estimate","OR","CI","OR_low","OR_high","p.value","q_value","McFadden_R2","Status"
"Q2","MedicalComplex","EXPLNUnsubstantial",0.389943384237637,1.47689717585607,"[0.521, 4.316]",0.52124162877498,4.31620726523505,0.464230141917823,0.618973522557097,0.0634043720777082,""
"Q2","MedicalComplex","EXPLNHardware",0.882971261361679,2.41807377229619,"[0.808, 7.780]",0.808285000268577,7.78007369908804,0.120428485006225,0.333004253980701,0.0634043720777082,""
"Q2","MedicalComplex","EXPLNTrust",0.193084076399965,1.21298477262494,"[0.446, 3.310]",0.445535477485945,3.31021148342013,0.70290115685019,0.915423843930502,0.0634043720777082,""
"Q2","MedicalComplex","FAQHide",0.770248860581468,2.16030380135509,"[0.924, 5.292]",0.924016834953782,5.29230200246354,0.0808775552155557,0.323510220862223,0.0634043720777082,""
"Q2","MedicalComplex","FAQShow",1.30786211342151,3.69825879678368,"[1.435, 10.840]",1.4345011705819,10.8398137192396,0.0100294625725361,0.0401178502901445,0.0634043720777082,"Stayed significant"
"Q2","MedicalComplex","combined_Medical_ExperienceTRUE",-0.492882496930161,0.610863043131784,"[0.274, 1.417]",0.274380903012398,1.41661117349351,0.235088331967913,0.235088331967913,0.0634043720777082,""
"Q2","MedicalComplex","combined_CS_ExperienceTRUE",-0.129501989552945,0.878532840526907,"[0.385, 2.159]",0.384711679113068,2.1591644368821,0.766310712034526,0.887642606514486,0.0634043720777082,""
"Q2","IoTSimple","EXPLNUnsubstantial",-0.00143927171415629,0.998561763540647,"[0.315, 3.165]",0.314926286655566,3.16535662451901,0.998015471885161,0.998015471885161,0.0299649464885292,""
"Q2","IoTSimple","EXPLNHardware",0.518344355030936,1.67924511316476,"[0.500, 6.046]",0.49950673207399,6.04572237839426,0.40475458030784,0.539672773743786,0.0299649464885292,""
"Q2","IoTSimple","EXPLNTrust",0.357310900688563,1.42948022716171,"[0.425, 5.144]",0.42463957725833,5.14402325073489,0.565858350630334,0.915423843930502,0.0299649464885292,""
"Q2","IoTSimple","FAQHide",0.140800800522949,1.15119530764,"[0.457, 2.991]",0.456811003423868,2.99101598864653,0.766221386199202,0.766221386199202,0.0299649464885292,""
"Q2","IoTSimple","FAQShow",1.1264875133953,3.08480212222347,"[0.930, 13.988]",0.929541966895199,13.9884736107844,0.0918463535121872,0.150330735210679,0.0299649464885292,""
"Q2","IoTSimple","combined_IoT_ExperienceTRUE",0.0159811857458564,1.01610956788261,"[0.225, 3.297]",0.225351216452109,3.29708329185347,0.980754881001687,0.980754881001687,0.0299649464885292,""
"Q2","IoTSimple","combined_CS_ExperienceTRUE",0.211147581160081,1.23509461830833,"[0.454, 3.969]",0.454212447914837,3.96929603109262,0.697162553395122,0.887642606514486,0.0299649464885292,""
"Q2","IoTComplex","EXPLNUnsubstantial",0.884416152372506,2.42157015068787,"[0.874, 7.433]",0.873580256239725,7.4325261233892,0.100164086521882,0.327228680131312,0.0722635065105526,""
"Q2","IoTComplex","EXPLNHardware",0.71717967280569,2.04864719984809,"[0.760, 5.951]",0.760420933518982,5.9511188403841,0.16650212699035,0.333004253980701,0.0722635065105526,""
"Q2","IoTComplex","EXPLNTrust",-0.0477521900962682,0.953370012337795,"[0.393, 2.317]",0.39256933930764,2.31713125702349,0.915423843930502,0.915423843930502,0.0722635065105526,""
"Q2","IoTComplex","FAQHide",-0.193359265278759,0.824185819595045,"[0.303, 2.183]",0.303308216271524,2.18278000873619,0.697696126261351,0.766221386199202,0.0722635065105526,""
"Q2","IoTComplex","FAQShow",-0.714690821968762,0.489343382633959,"[0.194, 1.154]",0.193981149099377,1.15401469020895,0.112748051408009,0.150330735210679,0.0722635065105526,""
"Q2","IoTComplex","combined_IoT_ExperienceTRUE",-1.31533667091143,0.268383950957849,"[0.042, 0.958]",0.041949399279143,0.958263671803706,0.082764664854444,0.165529329708888,0.0722635065105526,""
"Q2","IoTComplex","combined_CS_ExperienceTRUE",-0.640450663771792,0.527054845988324,"[0.241, 1.195]",0.240794290856791,1.19524480399997,0.11439105704191,0.457564228167642,0.0722635065105526,""
"Q3","MedicalSimple","EXPLNUnsubstantial",0.764925975826647,2.14883530301074,"[1.030, 4.579]",1.02989673836443,4.579439345548,0.0436628195380996,0.0758934013252756,0.0811085591602025,"Lost significance"
"Q3","MedicalSimple","EXPLNHardware",0.933963751563692,2.5445752789169,"[1.108, 6.148]",1.10783022821013,6.14789222004151,0.0315689321863133,0.0420919095817511,0.0811085591602025,"Stayed significant"
"Q3","MedicalSimple","EXPLNTrust",1.35578002284879,3.87978609844512,"[1.662, 9.756]",1.6624640437343,9.75555643801371,0.00245755646235229,0.00983022584940917,0.0811085591602025,"Stayed significant"
"Q3","MedicalSimple","FAQHide",1.28746411067362,3.62358588197687,"[1.651, 8.538]",1.65052633781052,8.538218529469,0.00196586207948906,0.00786344831795625,0.0811085591602025,"Stayed significant"
"Q3","MedicalSimple","FAQShow",0.37102961613292,1.44922599322073,"[0.747, 2.842]",0.746950535024925,2.84200031964325,0.274834947485675,0.54966989497135,0.0811085591602025,""
"Q3","MedicalSimple","combined_Medical_ExperienceTRUE",-0.124134048060348,0.88326143346485,"[0.473, 1.675]",0.472693793834454,1.67488940955372,0.699490874352263,0.699490874352263,0.0811085591602025,""
"Q3","MedicalSimple","combined_CS_ExperienceTRUE",0.100766363272858,1.10601820510085,"[0.530, 2.419]",0.529779495451274,2.41870490548916,0.793501757701752,0.793501757701752,0.0811085591602025,""
"Q3","MedicalComplex","EXPLNUnsubstantial",0.557449466934482,1.7462130416131,"[0.794, 3.905]",0.794162985576488,3.90534652090952,0.168380722483528,0.168380722483528,0.0257845179325532,""
"Q3","MedicalComplex","EXPLNHardware",0.786131995124328,2.19489013992019,"[1.023, 4.783]",1.02275784384773,4.78267850329035,0.0448898998573609,0.0448898998573609,0.0257845179325532,"Stayed significant"
"Q3","MedicalComplex","EXPLNTrust",0.522376637059229,1.68602997309697,"[0.783, 3.672]",0.783131205247661,3.67192497065941,0.18343344505615,0.18343344505615,0.0257845179325532,""
"Q3","MedicalComplex","FAQHide",-0.137633034739906,0.871418413363558,"[0.444, 1.698]",0.443841546806821,1.69832162250141,0.686726274490936,0.849297407892061,0.0257845179325532,""
"Q3","MedicalComplex","FAQShow",0.128987948379743,1.13767641323901,"[0.570, 2.280]",0.56968164724522,2.27983151778266,0.71443027180913,0.718712100573695,0.0257845179325532,""
"Q3","MedicalComplex","combined_Medical_ExperienceTRUE",-0.34728388543482,0.706604704998162,"[0.384, 1.314]",0.384330811556517,1.31438485572094,0.266508715381469,0.533017430762938,0.0257845179325532,""
"Q3","MedicalComplex","combined_CS_ExperienceTRUE",-0.445498034406976,0.64050520295531,"[0.345, 1.203]",0.344858311601027,1.20318043075123,0.160737839654912,0.321475679309823,0.0257845179325532,""
"Q3","IoTSimple","EXPLNUnsubstantial",0.779777339608045,2.18098659210065,"[0.987, 4.955]",0.987274458838271,4.95461061816995,0.0569200509939567,0.0758934013252756,0.0414762011146433,""
"Q3","IoTSimple","EXPLNHardware",0.985545112398197,2.67927199080418,"[1.189, 6.281]",1.18895276388796,6.28100057658894,0.0195306787199937,0.0390613574399874,0.0414762011146433,"Stayed significant"
"Q3","IoTSimple","EXPLNTrust",0.613572766702963,1.84701859104595,"[0.849, 4.100]",0.848649190149498,4.1001250763582,0.125081192002247,0.166774922669663,0.0414762011146433,""
"Q3","IoTSimple","FAQHide",0.103668482707369,1.10923266414473,"[0.561, 2.210]",0.561418761973094,2.20951299580158,0.765891216062901,0.849297407892061,0.0414762011146433,""
"Q3","IoTSimple","FAQShow",0.133157974710486,1.14243045919743,"[0.557, 2.387]",0.556569767912535,2.38700519409724,0.718712100573695,0.718712100573695,0.0414762011146433,""
"Q3","IoTSimple","combined_IoT_ExperienceTRUE",0.677859019675059,1.96965621954225,"[0.831, 4.533]",0.830636960495969,4.53264841955929,0.114093971756988,0.228187943513977,0.0414762011146433,""
"Q3","IoTSimple","combined_CS_ExperienceTRUE",-0.541498826817672,0.581875467905155,"[0.301, 1.139]",0.301066860180044,1.13898641479807,0.109148842084124,0.321475679309823,0.0414762011146433,""
"Q3","IoTComplex","EXPLNUnsubstantial",1.23736804168194,3.44653039253718,"[1.593, 7.734]",1.59319337180866,7.73365768826772,0.00204895669874548,0.0081958267949819,0.069822869719844,"Stayed significant"
"Q3","IoTComplex","EXPLNHardware",1.09806938690164,2.99837173673409,"[1.364, 6.837]",1.36406134159203,6.83663798820485,0.00731705999853767,0.0292682399941507,0.069822869719844,"Stayed significant"
"Q3","IoTComplex","EXPLNTrust",1.13732296740933,3.11840909837615,"[1.426, 7.080]",1.42603873784542,7.08046191658777,0.00519020059450629,0.0103804011890126,0.069822869719844,"Stayed significant"
"Q3","IoTComplex","FAQHide",0.0678177909248325,1.07017029597289,"[0.529, 2.155]",0.52933636667068,2.15451869563737,0.849297407892061,0.849297407892061,0.069822869719844,""
"Q3","IoTComplex","FAQShow",0.860277664715264,2.36381695115249,"[1.161, 4.895]",1.16103315120681,4.89532022659719,0.0186300249052538,0.074520099621015,0.069822869719844,"Lost significance"
"Q3","IoTComplex","combined_IoT_ExperienceTRUE",0.243601340722114,1.27583560539106,"[0.568, 2.758]",0.567805233628039,2.75752828802819,0.542632120838816,0.542632120838816,0.069822869719844,""
"Q3","IoTComplex","combined_CS_ExperienceTRUE",-0.343951413477711,0.708963373277455,"[0.360, 1.422]",0.360332012646317,1.42165670020168,0.323746473206048,0.43166196427473,0.069822869719844,""
"Q4","MedicalSimple","EXPLNUnsubstantial",0.700254471348945,2.01426521504487,"[0.946, 4.393]",0.94557000083605,4.39302873939123,0.0725692200575755,0.0725692200575755,0.0639405107699211,""
"Q4","MedicalSimple","EXPLNHardware",1.43664599635623,4.20656330135005,"[1.627, 12.425]",1.62738651424306,12.4245793275742,0.00495598701895092,0.0152837333966945,0.0639405107699211,"Stayed significant"
"Q4","MedicalSimple","EXPLNTrust",0.990087428103758,2.69146977216171,"[1.168, 6.573]",1.16792525045623,6.57297714231554,0.0235924253423071,0.0471848506846143,0.0639405107699211,"Stayed significant"
"Q4","MedicalSimple","FAQHide",0.327778768184211,1.38788189469133,"[0.660, 2.978]",0.659859781242054,2.97753306308142,0.391427294447391,0.668432917223692,0.0639405107699211,""
"Q4","MedicalSimple","FAQShow",0.681443583383387,1.97672924703003,"[0.939, 4.287]",0.9387524254011,4.28714933402505,0.0770235882340345,0.308094352936138,0.0639405107699211,""
"Q4","MedicalSimple","combined_Medical_ExperienceTRUE",-0.553340763921209,0.575025573270229,"[0.302, 1.100]",0.302308700639264,1.10046332967889,0.0919177954260238,0.0919177954260238,0.0639405107699211,""
"Q4","MedicalSimple","combined_CS_ExperienceTRUE",0.339526674694604,1.40428275067141,"[0.645, 3.299]",0.64520369942372,3.29875995538176,0.410898625493657,0.410898625493657,0.0639405107699211,""
"Q4","MedicalComplex","EXPLNUnsubstantial",1.2086203299151,3.34886114028791,"[1.434, 8.192]",1.43374170497764,8.19189972682416,0.00627593614695852,0.0150014638785913,0.0770831093668024,"Stayed significant"
"Q4","MedicalComplex","EXPLNHardware",0.88439973625363,2.4215303982307,"[1.106, 5.405]",1.10595649184878,5.40524947850525,0.0282353581276227,0.0282353581276227,0.0770831093668024,"Stayed significant"
"Q4","MedicalComplex","EXPLNTrust",0.985310014760064,2.67864217432431,"[1.192, 6.202]",1.1918964424652,6.20170680913364,0.0186425667373073,0.0471848506846143,0.0770831093668024,"Stayed significant"
"Q4","MedicalComplex","FAQHide",0.199279029620575,1.22052248031544,"[0.594, 2.510]",0.594225143160161,2.51033025932989,0.58628121531187,0.668432917223692,0.0770831093668024,""
"Q4","MedicalComplex","FAQShow",0.250804825996943,1.28505924969586,"[0.620, 2.685]",0.619805571640527,2.68541634217206,0.500748868685462,0.607874849237962,0.0770831093668024,""
"Q4","MedicalComplex","combined_Medical_ExperienceTRUE",-0.78376252669837,0.45668448712026,"[0.240, 0.870]",0.239980487813647,0.870368665683989,0.016673966113227,0.033347932226454,0.0770831093668024,"Stayed significant"
"Q4","MedicalComplex","combined_CS_ExperienceTRUE",-0.925725388293125,0.396243884125591,"[0.208, 0.757]",0.20763224673694,0.756696892703108,0.0048579662855175,0.01943186514207,0.0770831093668024,"Stayed significant"
"Q4","IoTSimple","EXPLNUnsubstantial",1.07218773662124,2.92176456434679,"[1.296, 6.864]",1.29613493720101,6.86401745505959,0.0112510979089435,0.0150014638785913,0.0541304740072713,"Stayed significant"
"Q4","IoTSimple","EXPLNHardware",1.0460935082263,2.84650950395932,"[1.263, 6.683]",1.26342034959378,6.68279976037208,0.0132631620165799,0.0176842160221065,0.0541304740072713,"Stayed significant"
"Q4","IoTSimple","EXPLNTrust",0.702102614503764,2.01799130762972,"[0.928, 4.489]",0.927565531758443,4.48922415046969,0.0796054215351377,0.0796054215351377,0.0541304740072713,""
"Q4","IoTSimple","FAQHide",0.311937581918326,1.3660694229355,"[0.684, 2.768]",0.684314469634234,2.76847739122005,0.379682816771037,0.668432917223692,0.0541304740072713,""
"Q4","IoTSimple","FAQShow",0.19043158057923,1.20977159893375,"[0.588, 2.537]",0.588135156043284,2.53654462754063,0.607874849237962,0.607874849237962,0.0541304740072713,""
"Q4","IoTSimple","combined_IoT_ExperienceTRUE",0.753380803508215,2.1241692898191,"[0.889, 4.940]",0.889425739976765,4.93983149726228,0.0822077994323908,0.164415598864782,0.0541304740072713,""
"Q4","IoTSimple","combined_CS_ExperienceTRUE",-0.609140220548673,0.543818231872265,"[0.279, 1.072]",0.278765980733314,1.07165519542795,0.074925281577909,0.110716902926453,0.0541304740072713,""
"Q4","IoTComplex","EXPLNUnsubstantial",1.02185977291871,2.77835707536015,"[1.280, 6.235]",1.28032169886711,6.23481811135268,0.011002467199159,0.0150014638785913,0.0580556990069555,"Stayed significant"
"Q4","IoTComplex","EXPLNHardware",1.12356727551941,3.07580690670351,"[1.372, 7.218]",1.37162015536826,7.21766213806735,0.00764186669834726,0.0152837333966945,0.0580556990069555,"Stayed significant"
"Q4","IoTComplex","EXPLNTrust",0.832354096034992,2.2987237923273,"[1.065, 5.099]",1.06541033040996,5.09858336328148,0.0363123149479275,0.04841641993057,0.0580556990069555,"Stayed significant"
"Q4","IoTComplex","FAQHide",0.160623508763158,1.17424279345986,"[0.561, 2.455]",0.561086678437734,2.45518486940382,0.668432917223692,0.668432917223692,0.0580556990069555,""
"Q4","IoTComplex","FAQShow",0.233883073161512,1.2634967468902,"[0.623, 2.555]",0.623339537229753,2.55531806115378,0.514207970381999,0.607874849237962,0.0580556990069555,""
"Q4","IoTComplex","combined_IoT_ExperienceTRUE",-0.526611568812482,0.590602799958455,"[0.224, 1.380]",0.2243070176488,1.37986532896792,0.249410271442468,0.249410271442468,0.0580556990069555,""
"Q4","IoTComplex","combined_CS_ExperienceTRUE",-0.596054346142114,0.550981334467758,"[0.282, 1.091]",0.281868911101986,1.0914921265353,0.0830376771948399,0.110716902926453,0.0580556990069555,""
"Q5","MedicalSimple","EXPLNUnsubstantial",-1.33282859827445,0.263730218415076,"[0.057, 0.906]",0.0570577927431896,0.905908771808064,0.0506416770446472,0.202566708178589,0.0653979601193242,""
"Q5","MedicalSimple","EXPLNHardware",-0.709367769350735,0.49195512827077,"[0.092, 2.363]",0.0920171783704025,2.36272329405902,0.372218487238454,0.672516501484479,0.0653979601193242,""
"Q5","MedicalSimple","EXPLNTrust",-0.503621061141095,0.604338346754977,"[0.114, 2.886]",0.113647222105512,2.88555072763124,0.5247254402355,0.5247254402355,0.0653979601193242,""
"Q5","MedicalSimple","FAQHide",0.236783635057798,1.26716691761581,"[0.390, 4.478]",0.38958468120057,4.47771829965974,0.697680750253543,0.781487214259984,0.0653979601193242,""
"Q5","MedicalSimple","FAQShow",-0.285097700193175,0.75194078597046,"[0.258, 2.140]",0.257956870258176,2.13953041935221,0.591980137127841,0.591980137127841,0.0653979601193242,""
"Q5","MedicalSimple","combined_Medical_ExperienceTRUE",-0.76328686791635,0.466131792687194,"[0.187, 1.162]",0.187290972483011,1.16217721731629,0.0973771682859066,0.194754336571813,0.0653979601193242,""
"Q5","MedicalSimple","combined_CS_ExperienceTRUE",-0.377818120686579,0.685355141253295,"[0.252, 2.094]",0.251593506800802,2.09360624300386,0.477886923118844,0.680942251245279,0.0653979601193242,""
"Q5","MedicalComplex","EXPLNUnsubstantial",0.924612793167659,2.52089196476383,"[0.712, 10.356]",0.712448221302685,10.3560494708574,0.165588878245257,0.220785170993676,0.108060055613682,""
"Q5","MedicalComplex","EXPLNHardware",0.926122339883778,2.52470024261442,"[0.776, 8.693]",0.77557400956139,8.69265764266356,0.12686128979542,0.507445159181681,0.108060055613682,""
"Q5","MedicalComplex","EXPLNTrust",1.66404819628522,5.28064471979292,"[1.201, 37.038]",1.20135090742173,37.0379841646364,0.0456426741474731,0.182570696589892,0.108060055613682,"Lost significance"
"Q5","MedicalComplex","FAQHide",-1.42110323340471,0.241447496963088,"[0.051, 0.838]",0.05148464992045,0.838329034956047,0.0393542551421805,0.157417020568722,0.108060055613682,"Lost significance"
"Q5","MedicalComplex","FAQShow",-0.541579494421245,0.581828531298739,"[0.113, 2.528]",0.113365947697996,2.52768517295924,0.477649497033206,0.591980137127841,0.108060055613682,""
"Q5","MedicalComplex","combined_Medical_ExperienceTRUE",-0.639658173596647,0.527472697325203,"[0.194, 1.520]",0.194052797618809,1.51995700838348,0.216232080847556,0.216232080847556,0.108060055613682,""
"Q5","MedicalComplex","combined_CS_ExperienceTRUE",-0.882489311549372,0.41375167186017,"[0.155, 1.149]",0.154774119260354,1.14946044125268,0.0804752758004379,0.321901103201752,0.108060055613682,""
"Q5","IoTSimple","EXPLNUnsubstantial",0.0688717059397091,1.07129875906394,"[0.312, 3.687]",0.312129076190243,3.68655107700889,0.911084750964666,0.911084750964666,0.0310291355758715,""
"Q5","IoTSimple","EXPLNHardware",-0.378768250114949,0.684704274417537,"[0.214, 2.055]",0.213773393234033,2.05459469828789,0.504387376113359,0.672516501484479,0.0310291355758715,""
"Q5","IoTSimple","EXPLNTrust",0.77765227458004,2.17635677484092,"[0.541, 10.783]",0.541438607910898,10.7825373506531,0.290608420808167,0.443843004844137,0.0310291355758715,""
"Q5","IoTSimple","FAQHide",0.134119007765028,1.14352890036583,"[0.444, 3.023]",0.443544756250915,3.02292525821833,0.781487214259984,0.781487214259984,0.0310291355758715,""
"Q5","IoTSimple","FAQShow",0.692000320467113,1.99770759459973,"[0.645, 7.511]",0.644569447508097,7.51145342393358,0.25694604558409,0.569425383690758,0.0310291355758715,""
"Q5","IoTSimple","combined_IoT_ExperienceTRUE",0.046532319707238,1.0476319376789,"[0.233, 3.391]",0.232800733641522,3.39121559498677,0.943898934434528,0.943898934434528,0.0310291355758715,""
"Q5","IoTSimple","combined_CS_ExperienceTRUE",-0.266939693268608,0.765719248097996,"[0.288, 2.279]",0.287996707398795,2.27895558453609,0.607053817077457,0.680942251245279,0.0310291355758715,""
"Q5","IoTComplex","EXPLNUnsubstantial",-0.952299003624029,0.385852925701159,"[0.098, 1.286]",0.0980257742680128,1.28579778064582,0.137114371401709,0.220785170993676,0.0379175395389607,""
"Q5","IoTComplex","EXPLNHardware",-0.0687102783121493,0.933597124234147,"[0.208, 4.184]",0.208326127096253,4.18391370241445,0.926010687666093,0.926010687666093,0.0379175395389607,""
"Q5","IoTComplex","EXPLNTrust",-0.640030870670915,0.527276146423402,"[0.131, 1.870]",0.130570275939255,1.8695223584723,0.332882253633102,0.443843004844137,0.0379175395389607,""
"Q5","IoTComplex","FAQHide",-0.326328956609566,0.721567783894363,"[0.206, 2.314]",0.205957608439126,2.31368139862404,0.588912197843888,0.781487214259984,0.0379175395389607,""
"Q5","IoTComplex","FAQShow",-0.611724980952444,0.542414407096598,"[0.162, 1.595]",0.161912483482192,1.59460256391801,0.284712691845379,0.569425383690758,0.0379175395389607,""
"Q5","IoTComplex","combined_IoT_ExperienceTRUE",-0.974561091725104,0.377357942744936,"[0.058, 1.400]",0.0578087255926913,1.40028645745798,0.207772019775339,0.415544039550677,0.0379175395389607,""
"Q5","IoTComplex","combined_CS_ExperienceTRUE",0.239017907861111,1.27000127938672,"[0.443, 4.587]",0.443499272920357,4.58705483940682,0.680942251245279,0.680942251245279,0.0379175395389607,""
"Q6","MedicalSimple","EXPLNUnsubstantial",0.354968012821136,1.42613503551541,"[0.495, 4.264]",0.494955927331101,4.26388033765131,0.511556662075303,0.921620096448783,0.0293484074731968,""
"Q6","MedicalSimple","EXPLNHardware",0.287675850104699,1.33332503689637,"[0.424, 4.641]",0.424078405147482,4.64064430876943,0.63053469366522,0.9692978196658,0.0293484074731968,""
"Q6","MedicalSimple","EXPLNTrust",-0.105805930745667,0.89959921568526,"[0.323, 2.504]",0.323273672579132,2.504278473239,0.837415875034957,0.837415875034957,0.0293484074731968,""
"Q6","MedicalSimple","FAQHide",-0.749223670786217,0.472733407076966,"[0.153, 1.352]",0.152692457715208,1.3516115169369,0.170342149154118,0.42843519677389,0.0293484074731968,""
