"Question","Scenario","term","estimate","OR","CI","OR_low","OR_high","p.value","q_value","Status","R2_Nagelkerke"
"willingness","MedicalSimple","Would not|Maybe would",-1.311135448814,0.269513863387806,"[NA, NA]",NA,NA,1.25972065290156e-05,5.03888261160624e-05,"Stayed significant",0.0263188205329399
"willingness","MedicalSimple","Maybe would|Definitely would",0.969514370733762,2.63666370733248,"[NA, NA]",NA,NA,0.000890495896989408,0.000890495896989408,"Stayed significant",0.0263188205329399
"willingness","MedicalSimple","EXPLN_S1Hardware",0.332549426404793,1.39451882353343,"[0.769, 2.539]",0.769151816302821,2.53873259732813,0.274262728044633,0.620726292736355,"",0.0263188205329399
"willingness","MedicalSimple","EXPLN_S1Trust",0.151362191737934,1.16341796215444,"[0.627, 2.164]",0.626876544951453,2.16358581933828,0.63144573674072,0.709421459285323,"",0.0263188205329399
"willingness","MedicalSimple","EXPLN_S2Untechnical",-0.251294731758855,0.7777930974458,"[0.467, 1.292]",0.466905116481222,1.29201488218042,0.332478512719924,0.63499676883145,"",0.0263188205329399
"willingness","MedicalSimple","EXPLN_S3Prevents",0.269690344063439,1.30955887526206,"[0.799, 2.154]",0.798627588154713,2.15384679723062,0.285993339884321,0.381324453179095,"",0.0263188205329399
"willingness","MedicalSimple","combined_Medical_ExperienceTRUE",0.432594396975207,1.54125095785448,"[0.871, 2.745]",0.871220897060996,2.74502797625136,0.138763354474267,0.277526708948535,"",0.0263188205329399
"willingness","MedicalSimple","combined_CS_ExperienceTRUE",0.0131370876319621,1.01322375828515,"[0.531, 1.938]",0.53108465628495,1.93756629846299,0.968183980273228,0.968183980273228,"",0.0263188205329399
"willingness","MedicalComplex","Would not|Maybe would",-1.03753704265752,0.354326298699756,"[NA, NA]",NA,NA,0.00146549583951811,0.00293099167903622,"Stayed significant",0.0196404132701946
"willingness","MedicalComplex","Maybe would|Definitely would",1.3715577664198,3.94148582994661,"[NA, NA]",NA,NA,3.69037401481411e-05,4.92049868641881e-05,"Stayed significant",0.0196404132701946
"willingness","MedicalComplex","EXPLN_S1Hardware",-0.00980532571208792,0.990242589757261,"[0.526, 1.867]",0.525712411289728,1.8667023570684,0.975765778463683,0.975765778463683,"",0.0196404132701946
"willingness","MedicalComplex","EXPLN_S1Trust",-0.333773683822188,0.716215855121477,"[0.386, 1.323]",0.386097328204692,1.32325353966054,0.287438232144121,0.574876464288243,"",0.0196404132701946
"willingness","MedicalComplex","EXPLN_S2Untechnical",0.183822885447022,1.20180294745337,"[0.725, 1.996]",0.724948861035908,1.99626806236735,0.476247576623587,0.63499676883145,"",0.0196404132701946
"willingness","MedicalComplex","EXPLN_S3Prevents",-0.171244616017142,0.842615431029055,"[0.514, 1.378]",0.514009789303985,1.37843162239079,0.495624966032425,0.495624966032425,"",0.0196404132701946
"willingness","MedicalComplex","combined_Medical_ExperienceTRUE",0.139543709824688,1.1497490599496,"[0.633, 2.091]",0.633296492724906,2.09135529264972,0.646459884527684,0.646459884527684,"",0.0196404132701946
"willingness","MedicalComplex","combined_CS_ExperienceTRUE",0.309439939619886,1.36266172753575,"[0.756, 2.464]",0.755955779624424,2.46434739423109,0.303830754918484,0.968183980273228,"",0.0196404132701946
"willingness","IoTSimple","Would not|Maybe would",0.397324186509513,1.48783818894536,"[NA, NA]",NA,NA,0.341138145827707,0.45485086110361,"",0.0747441870982306
"willingness","IoTSimple","Maybe would|Definitely would",3.16124108226343,23.5998671378459,"[NA, NA]",NA,NA,1.95988219236668e-11,7.83952876946674e-11,"Stayed significant",0.0747441870982306
"willingness","IoTSimple","EXPLN_S1Hardware",0.324330925450966,1.38310493601946,"[0.740, 2.597]",0.740153233866065,2.59693965103504,0.310363146368178,0.620726292736355,"",0.0747441870982306
"willingness","IoTSimple","EXPLN_S1Trust",0.359789886945385,1.43302828497551,"[0.769, 2.683]",0.769124846243139,2.68278134067057,0.258201260141764,0.574876464288243,"",0.0747441870982306
"willingness","IoTSimple","EXPLN_S2Untechnical",0.342866423565854,1.40898054275922,"[0.826, 2.414]",0.826186385496862,2.41351133124436,0.209218587420282,0.63499676883145,"",0.0747441870982306
"willingness","IoTSimple","EXPLN_S3Prevents",0.304497324458299,1.35594323216707,"[0.808, 2.284]",0.808150747249874,2.28424279500702,0.249923177655243,0.381324453179095,"",0.0747441870982306
"willingness","IoTSimple","combined_IoT_ExperienceTRUE",1.18419186125263,3.2680447204509,"[1.645, 6.586]",1.64522404715565,6.58598718088404,0.00078721375042804,0.00157442750085608,"Stayed significant",0.0747441870982306
"willingness","IoTSimple","combined_CS_ExperienceTRUE",0.105892921807804,1.11170283100365,"[0.578, 2.140]",0.577996162779189,2.14012930494516,0.750731148784394,0.968183980273228,"",0.0747441870982306
"willingness","IoTComplex","Would not|Maybe would",-0.149140142725754,0.861448380714977,"[NA, NA]",NA,NA,0.695689721257103,0.695689721257103,"",0.0466671483838559
"willingness","IoTComplex","Maybe would|Definitely would",2.48500823980442,12.0012191421223,"[NA, NA]",NA,NA,3.12653237521305e-09,6.25306475042609e-09,"Stayed significant",0.0466671483838559
"willingness","IoTComplex","EXPLN_S1Hardware",0.107333605312709,1.11330559719682,"[0.600, 2.069]",0.599630123965543,2.06872702459416,0.733625501530976,0.975765778463683,"",0.0466671483838559
"willingness","IoTComplex","EXPLN_S1Trust",-0.11727352543686,0.889341902259469,"[0.479, 1.649]",0.479213080788623,1.6487831688227,0.709421459285323,0.709421459285323,"",0.0466671483838559
"willingness","IoTComplex","EXPLN_S2Untechnical",-0.0653314016879971,0.93675696909028,"[0.563, 1.559]",0.562556383480714,1.55888642428099,0.80133108176163,0.80133108176163,"",0.0466671483838559
"willingness","IoTComplex","EXPLN_S3Prevents",-0.297905619042354,0.742371402165309,"[0.447, 1.227]",0.447404599012758,1.2272781339745,0.246502378568803,0.381324453179095,"",0.0466671483838559
"willingness","IoTComplex","combined_IoT_ExperienceTRUE",0.848556727544087,2.33627253967974,"[1.256, 4.402]",1.25637018385769,4.40180320492479,0.00779491145295657,0.00779491145295657,"Stayed significant",0.0466671483838559
"willingness","IoTComplex","combined_CS_ExperienceTRUE",0.13110859281949,1.14009158034921,"[0.623, 2.089]",0.623185440741071,2.08898044237341,0.670266212843165,0.968183980273228,"",0.0466671483838559
