"Question","Scenario","term","p.value","q_value","Status"
"Q12","IoTSimple","EXPLNHardware",0.582065887729963,0.776087850306618,""
"Q12","IoTSimple","EXPLNTrust",0.441827666064527,0.695422871203849,""
"Q12","IoTSimple","FAQHide",0.000341633454708737,0.000341633454708737,"Stayed significant"
"Q12","IoTSimple","FAQShow",3.69015525682546e-05,4.92020700910061e-05,"Stayed significant"
"Q12","IoTSimple","combined_IoT_ExperienceTRUE",0.709943334619526,0.709943334619526,""
"Q12","IoTSimple","combined_CS_ExperienceTRUE",0.196936897903308,0.43092123956518,""
"Q12","IoTComplex","EXPLNUnsubstantial",0.865391961473539,0.865391961473539,""
"Q12","IoTComplex","EXPLNHardware",0.870415630655765,0.870415630655765,""
"Q12","IoTComplex","EXPLNTrust",0.694494125763272,0.695422871203849,""
"Q12","IoTComplex","FAQHide",0.000310784659380833,0.000341633454708737,"Stayed significant"
"Q12","IoTComplex","FAQShow",9.88800445952175e-05,9.88800445952175e-05,"Stayed significant"
"Q12","IoTComplex","combined_IoT_ExperienceTRUE",0.682618915808353,0.709943334619526,""
"Q12","IoTComplex","combined_CS_ExperienceTRUE",0.21546061978259,0.43092123956518,""
