"Question","Scenario","term","p.value","q_value","Status"
"C","IoTComplex","combined_IoT_ExperienceTRUE",0.360527894955895,0.360527894955895,""
"C","IoTComplex","combined_CS_ExperienceTRUE",0.691145072531818,1,""
"D","MedicalSimple","EXPLN_S1Hardware",0.973109011809326,1,""
"D","MedicalSimple","EXPLN_S1Trust",0.979890442397832,1,""
"D","MedicalSimple","EXPLN_S2Untechnical",0.635689375251019,1,""
"D","MedicalSimple","EXPLN_S3Prevents",0.000716769239713379,0.00286707695885352,"Stayed significant"
"D","MedicalSimple","combined_Medical_ExperienceTRUE",0.10249852837013,0.204997056740261,""
"D","MedicalSimple","combined_CS_ExperienceTRUE",0.699966459548086,1,""
"D","MedicalComplex","EXPLN_S1Hardware",0.810976549825961,1,""
"D","MedicalComplex","EXPLN_S1Trust",0.683446662157374,1,""
"D","MedicalComplex","EXPLN_S2Untechnical",0.204453904904389,0.817815619617556,""
"D","MedicalComplex","EXPLN_S3Prevents",0.0064410326167285,0.0184137616342941,"Stayed significant"
"D","MedicalComplex","combined_Medical_ExperienceTRUE",0.981376856792942,0.981376856792942,""
"D","MedicalComplex","combined_CS_ExperienceTRUE",0.0423393217987127,0.169357287194851,"Lost significance"
"D","IoTSimple","EXPLN_S1Hardware",0.373891728722396,1,""
"D","IoTSimple","EXPLN_S1Trust",0.648879249333393,1,""
"D","IoTSimple","EXPLN_S2Untechnical",0.825159763505226,1,""
"D","IoTSimple","EXPLN_S3Prevents",0.136296681246655,0.136296681246655,""
"D","IoTSimple","combined_IoT_ExperienceTRUE",0.0698590219574987,0.139718043914997,""
"D","IoTSimple","combined_CS_ExperienceTRUE",0.17166213206488,0.51498639619464,""
"D","IoTComplex","EXPLN_S1Hardware",0.378156831079743,1,""
"D","IoTComplex","EXPLN_S1Trust",0.59815409046579,1,""
"D","IoTComplex","EXPLN_S2Untechnical",0.300859201669026,0.902577605007079,""
"D","IoTComplex","EXPLN_S3Prevents",0.00613792054476469,0.0184137616342941,"Stayed significant"
"D","IoTComplex","combined_IoT_ExperienceTRUE",0.578026609863294,0.578026609863294,""
"D","IoTComplex","combined_CS_ExperienceTRUE",0.599391405329355,1,""
"E","MedicalSimple","EXPLN_S1Hardware",0.949467480712994,1,""
"E","MedicalSimple","EXPLN_S1Trust",0.422650133201548,1,""
"E","MedicalSimple","EXPLN_S2Untechnical",0.24687348254141,0.987493930165642,""
"E","MedicalSimple","EXPLN_S3Prevents",0.786011601291015,1,""
"E","MedicalSimple","combined_Medical_ExperienceTRUE",0.690079595641016,1,""
"E","MedicalSimple","combined_CS_ExperienceTRUE",0.767311588860932,1,""
"E","MedicalComplex","EXPLN_S1Hardware",0.102962089117637,0.411848356470546,""
"E","MedicalComplex","EXPLN_S1Trust",0.480632371899782,1,""
"E","MedicalComplex","EXPLN_S2Untechnical",0.798916085540284,1,""
"E","MedicalComplex","EXPLN_S3Prevents",0.92897858108982,1,""
"E","MedicalComplex","combined_Medical_ExperienceTRUE",0.652309996305041,1,""
"E","MedicalComplex","combined_CS_ExperienceTRUE",0.89080216660851,1,""
"E","IoTSimple","EXPLN_S1Hardware",0.701685196400655,1,""
"E","IoTSimple","EXPLN_S1Trust",0.88071579100635,1,""
"E","IoTSimple","EXPLN_S2Untechnical",0.508303481105307,1,""
"E","IoTSimple","EXPLN_S3Prevents",0.941684067348824,1,""
"E","IoTSimple","combined_IoT_ExperienceTRUE",0.376659656244853,0.412754543490796,""
"E","IoTSimple","combined_CS_ExperienceTRUE",0.0187982636788618,0.0751930547154471,"Lost significance"
"E","IoTComplex","EXPLN_S1Hardware",0.429489009739705,1,""
"E","IoTComplex","EXPLN_S1Trust",0.618709821337962,1,""
"E","IoTComplex","EXPLN_S2Untechnical",0.954772094426024,1,""
"E","IoTComplex","EXPLN_S3Prevents",0.666347791895789,1,""
"E","IoTComplex","combined_IoT_ExperienceTRUE",0.206377271745398,0.412754543490796,""
"E","IoTComplex","combined_CS_ExperienceTRUE",0.869045433693846,1,""
"F","MedicalSimple","EXPLN_S1Hardware",0.0639797279107816,0.255918911643127,""
"F","MedicalSimple","EXPLN_S1Trust",0.436590520859912,1,""
"F","MedicalSimple","EXPLN_S2Untechnical",0.72333913297572,1,""
"F","MedicalSimple","EXPLN_S3Prevents",0.37861598558572,0.757231971171439,""
"F","MedicalSimple","combined_Medical_ExperienceTRUE",0.95918216206607,1,""
"F","MedicalSimple","combined_CS_ExperienceTRUE",0.85263441233577,1,""
"F","MedicalComplex","EXPLN_S1Hardware",0.202177221085209,0.606531663255628,""
"F","MedicalComplex","EXPLN_S1Trust",0.297108436563286,1,""
"F","MedicalComplex","EXPLN_S2Untechnical",0.24761649623125,0.742849488693749,""
"F","MedicalComplex","EXPLN_S3Prevents",0.160036346000334,0.480109038001003,""
"F","MedicalComplex","combined_Medical_ExperienceTRUE",0.91471317934707,1,""
"F","MedicalComplex","combined_CS_ExperienceTRUE",0.61823662962195,1,""
"F","IoTSimple","EXPLN_S1Hardware",0.811732317859156,0.811732317859156,""
"F","IoTSimple","EXPLN_S1Trust",0.387478647763954,1,""
"F","IoTSimple","EXPLN_S2Untechnical",0.681352073706492,1,""
"F","IoTSimple","EXPLN_S3Prevents",0.117020326059781,0.468081304239124,""
"F","IoTSimple","combined_IoT_ExperienceTRUE",0.290746207285083,0.581492414570167,""
"F","IoTSimple","combined_CS_ExperienceTRUE",0.892577684121733,1,""
"F","IoTComplex","EXPLN_S1Hardware",0.322406931862159,0.644813863724318,""
"F","IoTComplex","EXPLN_S1Trust",0.730126204719894,1,""
"F","IoTComplex","EXPLN_S2Untechnical",0.0932219011182043,0.372887604472817,""
"F","IoTComplex","EXPLN_S3Prevents",0.450604016254926,0.757231971171439,""
"F","IoTComplex","combined_IoT_ExperienceTRUE",0.885285009452895,0.885285009452895,""
"F","IoTComplex","combined_CS_ExperienceTRUE",0.47479157945749,1,""
"G","MedicalSimple","EXPLN_S1Hardware",0.794896919012611,1,""
"G","MedicalSimple","EXPLN_S1Trust",0.243832554143974,0.975330216575898,""
"G","MedicalSimple","EXPLN_S2Untechnical",0.626503722121998,1,""
"G","MedicalSimple","EXPLN_S3Prevents",0.9885469403654,1,""
"G","MedicalSimple","combined_Medical_ExperienceTRUE",0.941823461532482,0.941823461532482,""
"G","MedicalSimple","combined_CS_ExperienceTRUE",0.167000771147117,0.501002313441351,""
"G","MedicalComplex","EXPLN_S1Hardware",0.412600074416019,1,""
"G","MedicalComplex","EXPLN_S1Trust",0.701247785850947,1,""
"G","MedicalComplex","EXPLN_S2Untechnical",0.241350709897224,0.965402839588896,""
"G","MedicalComplex","EXPLN_S3Prevents",0.207288335012933,0.82915334005173,""
"G","MedicalComplex","combined_Medical_ExperienceTRUE",0.112030770010759,0.224061540021519,""
"G","MedicalComplex","combined_CS_ExperienceTRUE",0.45173820513202,0.903476410264039,""
"G","IoTSimple","EXPLN_S1Hardware",0.740149214469966,1,""
"G","IoTSimple","EXPLN_S1Trust",0.971670027044517,1,""
"G","IoTSimple","EXPLN_S2Untechnical",0.718729263447191,1,""
"G","IoTSimple","EXPLN_S3Prevents",0.914615990682839,1,""
"G","IoTSimple","combined_IoT_ExperienceTRUE",0.404614385094059,0.638753264112472,""
"G","IoTSimple","combined_CS_ExperienceTRUE",0.0455344858760975,0.18213794350439,"Lost significance"
"G","IoTComplex","EXPLN_S1Hardware",0.752883380959723,1,""
"G","IoTComplex","EXPLN_S1Trust",0.257970925484595,0.975330216575898,""
"G","IoTComplex","EXPLN_S2Untechnical",0.459450271639807,1,""
"G","IoTComplex","EXPLN_S3Prevents",0.675627645443647,1,""
"G","IoTComplex","combined_IoT_ExperienceTRUE",0.319376632056236,0.638753264112472,""
"G","IoTComplex","combined_CS_ExperienceTRUE",0.491314442363241,0.903476410264039,""
"H","MedicalSimple","EXPLN_S1Hardware",0.00630806666677956,0.0252322666671183,"Stayed significant"
"H","MedicalSimple","EXPLN_S1Trust",0.489164391363861,1,""
"H","MedicalSimple","EXPLN_S2Untechnical",0.763449715049452,1,""
"H","MedicalSimple","EXPLN_S3Prevents",0.631415690911311,1,""
"H","MedicalSimple","combined_Medical_ExperienceTRUE",0.387196016075297,0.387196016075297,""
"H","MedicalSimple","combined_CS_ExperienceTRUE",0.313172821817295,0.626345643634589,""
"H","MedicalComplex","EXPLN_S1Hardware",0.767634253715209,1,""
"H","MedicalComplex","EXPLN_S1Trust",0.69236636180125,1,""
"H","MedicalComplex","EXPLN_S2Untechnical",0.135067717285569,0.540270869142275,""
"H","MedicalComplex","EXPLN_S3Prevents",0.0841405717024487,0.336562286809795,""
"H","MedicalComplex","combined_Medical_ExperienceTRUE",0.0435897868055434,0.0871795736110869,"Lost significance"
"H","MedicalComplex","combined_CS_ExperienceTRUE",0.584238446523739,0.626345643634589,""
"H","IoTSimple","EXPLN_S1Hardware",0.811763720696473,1,""
"H","IoTSimple","EXPLN_S1Trust",0.691584906746374,1,""
"H","IoTSimple","EXPLN_S2Untechnical",0.385481313248717,1,""
"H","IoTSimple","EXPLN_S3Prevents",0.696723978235256,1,""
"H","IoTSimple","combined_IoT_ExperienceTRUE",0.0312015364481448,0.0624030728962896,"Lost significance"
"H","IoTSimple","combined_CS_ExperienceTRUE",0.0554857191224705,0.221942876489882,""
"H","IoTComplex","EXPLN_S1Hardware",0.138432257731224,0.415296773193673,""
"H","IoTComplex","EXPLN_S1Trust",0.0356553643883005,0.142621457553202,"Lost significance"
"H","IoTComplex","EXPLN_S2Untechnical",0.700671840977861,1,""
"H","IoTComplex","EXPLN_S3Prevents",0.349389893796516,1,""
"H","IoTComplex","combined_IoT_ExperienceTRUE",0.979621019064392,0.979621019064392,""
"H","IoTComplex","combined_CS_ExperienceTRUE",0.20213652708998,0.606409581269939,""
"I","MedicalSimple","EXPLN_S1Hardware",0.0656409455987081,0.262563782394833,""
"I","MedicalSimple","EXPLN_S1Trust",0.225527522983466,0.902110091933865,""
"I","MedicalSimple","EXPLN_S2Untechnical",0.383899486278237,1,""
"I","MedicalSimple","EXPLN_S3Prevents",0.913593636880697,1,""
"I","MedicalSimple","combined_Medical_ExperienceTRUE",0.514626766686401,1,""
"I","MedicalSimple","combined_CS_ExperienceTRUE",0.502245240889834,1,""
"I","MedicalComplex","EXPLN_S1Hardware",0.812875077262958,1,""
"I","MedicalComplex","EXPLN_S1Trust",0.729894232459022,1,""
"I","MedicalComplex","EXPLN_S2Untechnical",0.238184607085286,0.952738428341143,""
"I","MedicalComplex","EXPLN_S3Prevents",0.506414005537604,1,""
"I","MedicalComplex","combined_Medical_ExperienceTRUE",0.572544373106484,1,""
"I","MedicalComplex","combined_CS_ExperienceTRUE",0.0123232754340039,0.0492931017360155,"Stayed significant"
"I","IoTSimple","EXPLN_S1Hardware",0.970200317762678,1,""
"I","IoTSimple","EXPLN_S1Trust",0.480964375978844,1,""
"I","IoTSimple","EXPLN_S2Untechnical",0.921629371375199,1,""
"I","IoTSimple","EXPLN_S3Prevents",0.652387429949587,1,""
"I","IoTSimple","combined_IoT_ExperienceTRUE",0.376995060432345,0.753990120864691,""
"I","IoTSimple","combined_CS_ExperienceTRUE",0.698123768427201,1,""
"I","IoTComplex","EXPLN_S1Hardware",0.571052135210892,1,""
"I","IoTComplex","EXPLN_S1Trust",0.635436716925572,1,""
"I","IoTComplex","EXPLN_S2Untechnical",0.905039903718482,1,""
"I","IoTComplex","EXPLN_S3Prevents",0.056772009627909,0.227088038511636,""
"I","IoTComplex","combined_IoT_ExperienceTRUE",0.701339499442363,0.753990120864691,""
"I","IoTComplex","combined_CS_ExperienceTRUE",0.38759389790191,1,""
"J","MedicalSimple","EXPLN_S1Hardware",0.444967040608868,0.98093433708181,""
"J","MedicalSimple","EXPLN_S1Trust",0.838202268339156,1,""
"J","MedicalSimple","EXPLN_S2Untechnical",0.460803611731006,0.796928505246692,""
"J","MedicalSimple","EXPLN_S3Prevents",0.0181304919359598,0.072521967743839,"Lost significance"
"J","MedicalSimple","combined_Medical_ExperienceTRUE",0.289161609632051,0.289161609632051,""
"J","MedicalSimple","combined_CS_ExperienceTRUE",0.846973286158914,1,""
"J","MedicalComplex","EXPLN_S1Hardware",0.381815937768065,0.98093433708181,""
"J","MedicalComplex","EXPLN_S1Trust",0.916322489666143,1,""
"J","MedicalComplex","EXPLN_S2Untechnical",0.0125491123859043,0.0501964495436173,"Lost significance"
"J","MedicalComplex","EXPLN_S3Prevents",0.996470123507382,1,""
"J","MedicalComplex","combined_Medical_ExperienceTRUE",0.000750917545447701,0.0015018350908954,"Stayed significant"
"J","MedicalComplex","combined_CS_ExperienceTRUE",0.453150964498937,1,""
"J","IoTSimple","EXPLN_S1Hardware",0.326978112360603,0.98093433708181,""
"J","IoTSimple","EXPLN_S1Trust",0.545755174550319,1,""
"J","IoTSimple","EXPLN_S2Untechnical",0.398464252623346,0.796928505246692,""
"J","IoTSimple","EXPLN_S3Prevents",0.976586091987141,1,""
"J","IoTSimple","combined_IoT_ExperienceTRUE",0.924205711544796,0.924205711544796,""
"J","IoTSimple","combined_CS_ExperienceTRUE",0.201414401886258,0.805657607545032,""
"J","IoTComplex","EXPLN_S1Hardware",0.219045274168828,0.876181096675314,""
"J","IoTComplex","EXPLN_S1Trust",0.952399190793894,1,""
"J","IoTComplex","EXPLN_S2Untechnical",0.213205880979758,0.639617642939275,""
"J","IoTComplex","EXPLN_S3Prevents",0.153409879924423,0.460229639773268,""
"J","IoTComplex","combined_IoT_ExperienceTRUE",0.167899997948426,0.335799995896852,""
"J","IoTComplex","combined_CS_ExperienceTRUE",0.387762022172498,1,""
